headline, link, day, month, year, page
DANIELS ORDERS HAITIAN INQUIRY AND PUNISHMENT: Courts-Martial for Accused Marines and Court of Inquiryon Commanders.&quot;UNLAWFUL KILLINGS&quot; FEWBoard of Officers Says TheyWere Isolated Cases--General Record Good. DANIELS NOT INFORMED Secretary Says He Had No Knowledge of Barnett ChargesUntil Recently. Calls Barnett to Testify. Mr. Daniels's Statement. DANIELS ORDERS HAITIAN INQUIRY General Russell's Report. Orders Inquiry and Trials. Daniels Promises Punishment., https://search.proquest.com/docview/98030984/95060BEF90BE446APQ/383?accountid=12702, 16, 10, 1920, 1
PLEDGES THOROUGH HAITIAN INQUIRY: Daniels Says He Seeks &quot;the Whole Truth&quot; Concerning Doings of Marines. SHIFT IN BOARD OF INQUIRY Gen. Neville Named In Place of Gen. Pendleton Who Saw Service In the Island., https://search.proquest.com/docview/98027767/95060BEF90BE446APQ/384?accountid=12702, 17, 10, 1920, 19
BARNETT MODIFIES HAITIAN STATEMENT: Did Not Mean to Indicate That Killing of Natives Was Promiscuous. LETTER MISINTERPRETED Marines' Commandant Says Very Small Part of Corps Was Concerned in Slayings., https://search.proquest.com/docview/98030102/95060BEF90BE446APQ/385?accountid=12702, 18, 10, 1920, 13
PRO-LEAGUE REPUBLICANS.: Their Votes May Decide the Fate of the Great Cause. Americans In Haiti., https://search.proquest.com/docview/98016980/95060BEF90BE446APQ/386?accountid=12702, 18, 10, 1920, 13
THE HAITIAN INQUIRY., https://search.proquest.com/docview/97869406/95060BEF90BE446APQ/387?accountid=12702, 19, 10, 1920, 10
HAITIAN BOARD SITS FRIDAY: Every Reasonable Effort Promised to Expedite the Investigation., https://search.proquest.com/docview/97870139/95060BEF90BE446APQ/388?accountid=12702, 19, 10, 1920, 10
HAITIAN BOARD AT WORK.: Will Examine All Documents Before Summoning Witnesses., https://search.proquest.com/docview/97959506/95060BEF90BE446APQ/389?accountid=12702, 20, 10, 1920, 11
KNAPP URGES HAITI BE HELD FOR YEARS: Results of American Occupation Otherwise Will Be Lost the Admiral Asserts. DENIES GENERAL KILLINGS No Women or Children Were Slain Unless In Battle--Finds Marines' Conduct Good. No Women or Children Murdered. Explains Corvee System. Courts Not Overturned., https://search.proquest.com/docview/98018444/95060BEF90BE446APQ/390?accountid=12702, 21, 10, 1920, 8
RESTORE HAITI GRADUALLY.: State Department Is Said to Favor Home Rule by Degrees., https://search.proquest.com/docview/98014486/95060BEF90BE446APQ/391?accountid=12702, 22, 10, 1920, 11
THE PRESIDENT'S APPEAL.: An Argument Above the Bitterness of the Campaign. Bandits of Haiti. League Questions Answered., https://search.proquest.com/docview/98000617/95060BEF90BE446APQ/392?accountid=12702, 22, 10, 1920, 13
GEN. BARNETT WILL TESTIFY: He Will Explain Charges of Haiti Killings at Naval Inquiry., https://search.proquest.com/docview/98009823/95060BEF90BE446APQ/393?accountid=12702, 27, 10, 1920, 23
BARNETT MODIFIES HAITIAN CHARGES: Error in Addition Made Him Say 3250 Natives Were Killed Instead of 2250. BASED CHARGE ON 2 CASES Words &quot;Indiscriminate Killing&quot; Referred He Says to Deaths of Two Natives. Statements Based on Two Cases. Error Due to Mistake in Addition. List of Killings in Haiti by Years., https://search.proquest.com/docview/97996807/95060BEF90BE446APQ/394?accountid=12702, 28, 10, 1920, 14
FAVORS A LOAN FOR HAITI.: State Department's Sanction for Flotation Here Is Predicted., https://search.proquest.com/docview/97996108/95060BEF90BE446APQ/395?accountid=12702, 28, 10, 1920, 28
A BAFFLING INQUIRY., https://search.proquest.com/docview/97967787/95060BEF90BE446APQ/396?accountid=12702, 29, 10, 1920, 14
START FOR HAITI NEXT WEEK: Naval Court Preparing List of Witnesses to be Heard There., https://search.proquest.com/docview/97979989/95060BEF90BE446APQ/397?accountid=12702, 29, 10, 1920, 31
LOAN TO HAITI CONSIDERED.: American Financial Adviser Advocates $15000000 Advance., https://search.proquest.com/docview/97864938/95060BEF90BE446APQ/398?accountid=12702, 30, 10, 1920, 10
CUBA TO GET LOAN FROM BANKERS HERE: American Financiers Arrange for Credit of $75000000 to $100000000. MAY BE OFFERED TO PUBLIC Haitian Government Also to Obtain $15000000 Loan to Care for External Debt., https://search.proquest.com/docview/97868764/95060BEF90BE446APQ/399?accountid=12702, 30, 10, 1920, 21
MARINE OFFICER ON HAITI, https://search.proquest.com/docview/97994519/95060BEF90BE446APQ/400?accountid=12702, 31, 10, 1920, X6
BISHOP HURST CALLS FOR HAITIAN INQUIRY: Declares Congress Should Investigate 'Terrorization' of Islandby American Marines., https://search.proquest.com/docview/97987638/95060BEF90BE446APQ/401?accountid=12702, 10, 11, 1920, 3
FIGURE 1132 HAITIANS SLAIN BY MARINES: First Evidence at Port an Prince Shows Statistics of Early Months Worthless., https://search.proquest.com/docview/98096970/95060BEF90BE446APQ/402?accountid=12702, 11, 11, 1920, 14
KNAPP FINDS HAITI GLAD OF SECURITY: People Express Contentment and Confidence in Marines but Fear Gendarmes. ADMIRAL ON SURPRISE VISIT He Saw Women Moving About Freely in the Once Banditinfested Districts. Finds People Glad of Security. Improvement Follows New Bases., https://search.proquest.com/docview/98106970/95060BEF90BE446APQ/403?accountid=12702, 12, 11, 1920, 17
HAITIAN PRESIDENT UNAWARE OF CRIMES: He Had Heard Accusations Against the Marines by Popular Clamor He Asserts.SAYS PEOPLE WELCOME AIDWith Few Exceptions They WereGlad of American Intervention He Tells Investigators., https://search.proquest.com/docview/98095195/95060BEF90BE446APQ/404?accountid=12702, 13, 11, 1920, 8
PRESIDENT OF HAITI CRITICISES MINISTER: He Blames Our Envoy and His Financial Adviser for &quot;Oppression&quot; in His Republic.SAYS TREATY IS VIOLATEDHe Finds State Department AlwaysSides With the Minister andAgainst Himself., https://search.proquest.com/docview/97863047/95060BEF90BE446APQ/405?accountid=12702, 14, 11, 1920, 18
DECLARE HAITIANS RULED BY A CLIQUE: American Business Men Quoted as Saying High-Handed Measures Were Carried Out.BACK DARTIGUENAVE STAND Official's Boldness Said to Be Due to Impending Change atWashington., https://search.proquest.com/docview/98118491/95060BEF90BE446APQ/406?accountid=12702, 15, 11, 1920, 16
Haitian Accuses American Marine Corporal In Court of Killing Three Native Prisoners, https://search.proquest.com/docview/98079834/95060BEF90BE446APQ/407?accountid=12702, 18, 11, 1920, 1
DECLARES MARINE TORTURED HAITIAN: Touissiant Says That Lang Applied an Electric Currentto a PrisonerCHARGES SLAYING ANOTHERBourgot Who Asserted Lang KilledThree Unshaken on CrossExamination., https://search.proquest.com/docview/98093686/95060BEF90BE446APQ/408?accountid=12702, 19, 11, 1920, 31
WEEPS IN DENYING MURDER OF HAITIANS: Lang Ex-Marine Admits Only Slaying Bandit Chief Trying to Escape.ELECTRIC SHOCKS IN COINSSays He Offered Them to Natives ifThey Removed Them From a Water Bucket., https://search.proquest.com/docview/98072432/95060BEF90BE446APQ/409?accountid=12702, 20, 11, 1920, 4
HAITIAN PRESIDENT ATTACKS CIVIL RULE: Charges American Treaty Officils Are &quot;More OppressiveThan the Military.&quot;ASSAILS FINANCIAL ADVISERCharges No Aid to Develop Resources and No Measures to Put Finances on Solid Basis.URGES FULL CO-OPERATION Says Haitian People Would Forget Humiliations if Treaty Provisions Were Carried Out. Says Salaries Were Held Up. Wants Co-operation Assured. Points to Rat-Killing Experts. Court of Inquiry Orders Recess., https://search.proquest.com/docview/98103400/95060BEF90BE446APQ/410?accountid=12702, 23, 11, 1920, 14
HAITI'S PRESIDENT PRAISES OFFICERS: Has No Grievances Against the Present Military Administration of Affairs.SPEAKS FOR OCCUPATIONInvestigation by Naval Court of Inquiry Has Already Done GoodSays American Resident., https://search.proquest.com/docview/98072200/95060BEF90BE446APQ/411?accountid=12702, 26, 11, 1920, 25
HAITI'S WELFARE., https://search.proquest.com/docview/98082343/95060BEF90BE446APQ/412?accountid=12702, 27, 11, 1920, 11
HAITIAN INQUIRY LIMITED.: Only Allegations Concerning Killing of Natives Will Be Considered., https://search.proquest.com/docview/98082442/95060BEF90BE446APQ/413?accountid=12702, 27, 11, 1920, 11
BIG POWERS URGE DELAY IN STEPS TOWARD DISARMING: Britain and France Resist Demand of Small Nations forStart Toward Reduction.BRAZILIAN PLAN IS BACKEDGovernment Monopoly of Munitions Making and PublicitySteps Are Favored. MOVE TO VILNA ORDEREDFirst American Treaties DepositedWith the League Are Filedby Sweden. Willing to Accept Compromise. Swiss Want to Release Troops. POWERS URGE DELAY ON DISARMAMENT First American Treaties Recorded. PROTEST SENDING SPANISH. Madrid Paper Says They Are to Be Used as &quot;Sepoys&quot; at Vilna. HEAR HAITI WILL APPEAL. But Delegates Deny Plan to Complain to the League., https://search.proquest.com/docview/98066947/95060BEF90BE446APQ/414?accountid=12702, 28, 11, 1920, 1
MARINE ARRIVES AT TRIAL.: Sergt. Williams Is Returned to Portau-Prince to Face Murder Charge., https://search.proquest.com/docview/98090552/95060BEF90BE446APQ/415?accountid=12702, 28, 11, 1920, 19
TELLS OF OUTRAGES BY HAITIAN BANDITS: Colonel Hooker of the Gendarmerie Says That 2000 PeacefulHaitians Have Been Killed.MARINE ANSWERS CHARGES Hearing in Island Ends and AdmiralMayo Announces It Will BeResumed in Washington., https://search.proquest.com/docview/97948410/95060BEF90BE446APQ/416?accountid=12702, 01, 12, 1920, 8
ADMIRAL MAYO TO RETIRE.: He Reaches Age Limit but Is Now Engaged in Haitian Inquiry., https://search.proquest.com/docview/98069880/95060BEF90BE446APQ/417?accountid=12702, 10, 12, 1920, 14
88 NEW WARSHIPS IF NO PEACE LEAGUE: Daniels Urges Three-Year Building Program Unless America Goes In.ASKS EXPANSION IN PACIfICSecretary Says Japan Has Begun Five More Capital Shipsand Plans Eight Others. Wants Big Pacific Establishment. 88 NEW WARSHIPS IF NO PEACE LEAGUE Favors Merging &quot;Little Navies.&quot; Marines in Haiti Defended., https://search.proquest.com/docview/98074705/95060BEF90BE446APQ/418?accountid=12702, 13, 12, 1920, 1
NAVY COURT CLEARS MARINES IN HAITI: Finds Only Two Unjustifiable Homicides and Asserts Guilty in Each Were Disciplined. GEN. BARNETT IS CENSURED 'There Were No Proper Grounds' for Charges It Is Said and Work of Corps Is Praised. General Barnett Is Criticised. NAVY COURT CLEARS MARINES IN HAITI First Peace in 100 Years, https://search.proquest.com/docview/98041735/95060BEF90BE446APQ/419?accountid=12702, 19, 12, 1920, 1
NATIVES IN HAITI ATE MARINE OFFICER: Naval Inquiry Court Testimony Cites Cases of Other Americans Slain and Mutilated.GRUESOME DETAILS GIVENLieut. Col. Hooker Tells of Practicesof Bandits Against Marinesand Natives., https://search.proquest.com/docview/98281034/95060BEF90BE446APQ/420?accountid=12702, 04, 1, 1921, 14
COLBY TOUR ALLAYED LATIN SUSPICIONS: Wilson Sent Him to Counteract Influences Working Against United States. EXCHANGE RATE RESENTED Doubts on Monroe Doctrine Reduced by Secretary's Speech--Trade Turning to Europe. Blame Bankers Here for Exchange Rate Coolness in Argentina. Explanations on Haiti and Dominica Monroe Doctrine Elucidated., https://search.proquest.com/docview/98480593/95060BEF90BE446APQ/421?accountid=12702, 28, 1, 1921, 5
FAVORS INVESTIGATION OF OUR HAITIAN POLICY: Senate Committee Also Backs Resolution Asking for Siberian and Dominican Inquiries., https://search.proquest.com/docview/98510300/95060BEF90BE446APQ/422?accountid=12702, 03, 2, 1921, 15
KNAPP OPPOSES OUR QUITTING HAITI: His Report Says Demand for Such Action Comes From 5% Native Minority., https://search.proquest.com/docview/98476927/95060BEF90BE446APQ/423?accountid=12702, 14, 2, 1921, 9
THE PROBLEM OF HAITI., https://search.proquest.com/docview/98474751/95060BEF90BE446APQ/424?accountid=12702, 16, 2, 1921, 7
Haitian Noteholders Organize., https://search.proquest.com/docview/98484813/95060BEF90BE446APQ/425?accountid=12702, 16, 2, 1921, 25
WHAT THE HAITIANS WANT.: Friendship and Commercial Relations but Not Military Control by Us., https://search.proquest.com/docview/98437490/95060BEF90BE446APQ/426?accountid=12702, 23, 2, 1921, 12
OUR FLEET &quot;IN FINE SHAPE&quot;: Denby Tells of Inspection Trip to Cuba Haiti and San Domingo., https://search.proquest.com/docview/98457192/95060BEF90BE446APQ/427?accountid=12702, 05, 4, 1921, 15
HAITIAN DELEGATES WANT US TO GET OUT: Memorial to Handing Charges &quot;Terribly Regime of Military Autocracy&quot; in the Island. RIDICULES NAVY INQUIRIES Accuses Marines of Long List of Outrages--&quot;Patriot Union of Haiti&quot; Behind Protest., https://search.proquest.com/docview/98335867/95060BEF90BE446APQ/428?accountid=12702, 09, 5, 1921, 21
DENBY DENOUNCES CHARGES BY HAITIANS: Declares Visit to Island Convinced Him Marines Ought to Stay There., https://search.proquest.com/docview/98428870/95060BEF90BE446APQ/429?accountid=12702, 10, 5, 1921, 3
HAITIAN CHARGES.: Delegates of the &quot;Patriotic Union&quot; Reply to Secretary Denby. Conditions in Halti. MORE MEN TEACHERS. A Movement to Revive interest in Educational Work. A Use for Old Articles., https://search.proquest.com/docview/98473281/95060BEF90BE446APQ/430?accountid=12702, 13, 5, 1921, 14
DR. COFFIN DERIDES LUSK RED REPORT: Calls It an Amazing Hodgepodge and Inferences Not Drawn From Facts.SEES BLOW AT FREE PULPITPastor Also Says Japan Is Using Haiti Atrocity Charges to Hit&quot;Lip Democracy.&quot; PREACHER ATTACKS HARVEY. Calls Ambassador &quot;Traducer&quot; of His Country--Likens Him to Turk., https://search.proquest.com/docview/98425401/95060BEF90BE446APQ/431?accountid=12702, 23, 5, 1921, 10
CHARGE GAG RULE IN HAYTI.: Negro Association Says Colonel Russell Jailed Two Editors., https://search.proquest.com/docview/98280582/95060BEF90BE446APQ/432?accountid=12702, 12, 6e, 1921, 20
COURT-MARTIAL NOW FOR HAITI'S CIVILIANS: Denby Gives the Marine Commander Authority to Act inFailure of Civil Procedure.TO CURB LIBELOUS ATTACKSNot to Interfere With Freedomof Press and Speech Exceptto Stop &quot;Incendiaries.&quot; BLAME FEW ISLAND PAPERSMove to Protect Both American andLocal Governments Has Sanctionof President Dartiguenave Haiti's President Approves. Expect to Eradicate Menace., https://search.proquest.com/docview/98432593/95060BEF90BE446APQ/433?accountid=12702, 14, 6e, 1921, 14
HARRIS LIPSCHITZ ACCUSER OF MARINES MURDERED IN HAITI: Former New Yorker Was Deported to Havana After MakingCharges Against Officer.RETURNED FOR INQUIRYResumed Land Deals After Investigation and Was OrderedDeported by Haitians.ROBBERY DEEMED MOTIVECol. Russell In Command of MarinesDoes Not Think CrimeWas Political., https://search.proquest.com/docview/98439913/95060BEF90BE446APQ/434?accountid=12702, 15, 6e, 1921, 1
BELIEVE NATIVES SLEW LIPSCHITZ: Secretary Denby Says They Had Accused Him of Rapacity and unfair Dealing. WARNED TO STAY IN CITY Disobeyed Col. Russell's Advice in Going to Interior Where He Was Killed. SIEGEL WRITES TO HUGHES New York Representative Asks Secretary for Full Investigation--Le Jeune Orders Inquiry. Says Lipschitz Predicted Murder., https://search.proquest.com/docview/98412531/95060BEF90BE446APQ/435?accountid=12702, 16, 6e, 1921, 14
PRESSES LIPSCHITZ CASE.: Siegel Asks Secretary Denby to Take Special Interest in Inquiry., https://search.proquest.com/docview/98391575/95060BEF90BE446APQ/436?accountid=12702, 17, 6e, 1921, 6
TWO INQUIRIES BEGUN INTO HAITI MURDER: State and Navy Departments Seek Facts in the Killing of Harris Lipschitz. SIEGEL ACTIVE IN THE CASE Administration Bent on Justice Says Representative Who Had Befriended Victim., https://search.proquest.com/docview/98415838/95060BEF90BE446APQ/437?accountid=12702, 26, 6e, 1921, 25
SENATE VOTES HAITI QUERY.: To Report on American Occupation --Idle Junket Says Jones., https://search.proquest.com/docview/98390156/95060BEF90BE446APQ/438?accountid=12702, 28, 7y, 1921, 12
BODY OF U.S. CITIZEN SLAIN IN HAITI COMING: Mrs. Lifschitz the Widow Will Call on Secretary Denby Who Promises Inquiry., https://search.proquest.com/docview/98310222/95060BEF90BE446APQ/439?accountid=12702, 04, 8, 1921, 12
ASSAILS TROOPS IN HAITI.: Villard Denounces Intervention In Santo Domingo Also., https://search.proquest.com/docview/98309082/95060BEF90BE446APQ/440?accountid=12702, 04, 8, 1921, 14
HAITIAN PROTEST IN SENATE: McCormick Indicates Committee Will Go to Port au Prince., https://search.proquest.com/docview/98390681/95060BEF90BE446APQ/441?accountid=12702, 06, 8, 1921, 3
DEFENDS MARINES IN HAITI.: General Lejeune Sends Report to Senate Committee., https://search.proquest.com/docview/98377273/95060BEF90BE446APQ/442?accountid=12702, 17, 8, 1921, 5
HIGH-POWERED RUM STARTS SEA BATTLE: Panama Liner Allianca Reaches Port With 4 of Crew in Irons and 20 Marines on Guard. HAITIAN BEVERAGE POTENT Waterman Cooney Who Began the Trouble Had Previously Filled Up on Colon Product., https://search.proquest.com/docview/98348978/95060BEF90BE446APQ/443?accountid=12702, 24, 8, 1921, 9
DENOUNCE OUR HAITI POLICY: Pan-African Delegates Pass a Unanimous Protest Against It., https://search.proquest.com/docview/98363860/95060BEF90BE446APQ/444?accountid=12702, 06, 9, 1921, 15
OUR FORCES ON FOREIGN SOIL: Should Americans Be Recalled From Rhine Nicaragua Haiti and Santo Domingo?, https://search.proquest.com/docview/98368607/95060BEF90BE446APQ/445?accountid=12702, 25, 9, 1921, 82
OLD TO CONCILIATE HAITI.: Caperton Testifies to Directions Given to American Forces In 1915., https://search.proquest.com/docview/98350096/95060BEF90BE446APQ/446?accountid=12702, 13, 10, 1921, 13
BARNETT LAUDS HAITI RULE.: &quot;Best Government in 100 Years&quot; Says Former Marine Commandant., https://search.proquest.com/docview/98361693/95060BEF90BE446APQ/447?accountid=12702, 25, 10, 1921, 8
2500 SLAIN IN HAITI MAJOR TURNER SAYS: That Number Killed in Action in Six Years Marine Officer Tells Committee. FORCED WORK ON ROADS Witness Heard of Order to &quot;Bump Off the Cacos&quot;--Denies Prisoners Were Killed., https://search.proquest.com/docview/98355621/95060BEF90BE446APQ/448?accountid=12702, 27, 10, 1921, 27
WANTS HAITIANS EDUCATED.: General Butler Says This Is Necessary to Maintain Law and Order., https://search.proquest.com/docview/98274149/95060BEF90BE446APQ/449?accountid=12702, 01, 11, 1921, 17
NEGRO KILLED BY MISTAKE.: Former Marine Officer Tells Senators of Incident in Haiti., https://search.proquest.com/docview/98570224/95060BEF90BE446APQ/450?accountid=12702, 08, 11, 1921, 10
FOR MARTIAL LAW IN HAITI.: General Cole Asserts It Is the Only Way to Rule There., https://search.proquest.com/docview/98572310/95060BEF90BE446APQ/451?accountid=12702, 15, 11, 1921, 9
TELL OF HAITI CONDITIONS.: One Witness Praises Harines and Another Charges Cruelties., https://search.proquest.com/docview/98526381/95060BEF90BE446APQ/452?accountid=12702, 16, 11, 1921, 14
SAYS NATIVES ATE MARINE.: Witness Tells Senators of Cannibalism Among Haltian Bandits., https://search.proquest.com/docview/98521099/95060BEF90BE446APQ/453?accountid=12702, 17, 11, 1921, 36
SENATORS SAIL FOR HAITI.: Investigating Committee Will Be There for About a Month., https://search.proquest.com/docview/98520546/95060BEF90BE446APQ/454?accountid=12702, 25, 11, 1921, 22
CONDITIONS IN HAITI CALLED SATISFACTORY: Senator Pomerene Says Charges Against Our Troops Appear to Be Exaggerated., https://search.proquest.com/docview/98547695/95060BEF90BE446APQ/455?accountid=12702, 22, 12, 1921, 6
ADVISES MARINES BE KEPT IN HAITI: Senate Investigating Committee Makes Statement Preliminary to Report on Charges. HIGH COMMISSIONER NEEDED Should Direct American Civil Officers and Commandant of Marines Senators Advise. URGE HASTENING NEW LOAN Continuance of Treaty and Maintenance of Civil Staff in IslandAre Recommended. High Commissioner Suggested. New Loan Urged at Once., https://search.proquest.com/docview/98539328/95060BEF90BE446APQ/456?accountid=12702, 26, 12, 1921, 15
ROADS CHIEF NEED OF SANTO DOMINGO: McCormick Thinks They Will Insure Order That May PermitUs to Withdraw.OPPOSES EVACUATION NOW He Points to Dominicans' Failure to Take Steps to Set Up aGovernment. Denounces the Report on Haiti., https://search.proquest.com/docview/98484849/95060BEF90BE446APQ/457?accountid=12702, 27, 12, 1921, 3
THE HAITIAN OCCUPATION., https://search.proquest.com/docview/98467643/95060BEF90BE446APQ/458?accountid=12702, 27, 12, 1921, 11
Gets Haiti-Santo Domingo Report., https://search.proquest.com/docview/98490198/95060BEF90BE446APQ/459?accountid=12702, 28, 12, 1921, 4
